election_year,pc_name,pc_no,type_category,state,winning_candidate,party,electors,votes,turnout,margin,margin_percent
1989,Rajahmundry,8,GEN,Andhra Pradesh,Jamuna,Indian National Congress,"9,72,851","7,37,739",75.8 %,"58,322",7.9%
1989,Rajampet,22,GEN,Andhra Pradesh,Annaiahgari Sai Prathap,Indian National Congress,"9,45,601","6,78,195",71.7 %,"38,423",5.7%
1989,Rajapur,1,ST,Maharashtra,Madhu Dandavate,Janata Dal,"7,41,195","4,69,081",63.3 %,"42,370",9.0%
1989,Rajgarh,32,GEN,Madhya Pradesh [1947 - 1999],Pyarela Khandelwar,Bharatiya Janta Party,"9,00,674","5,55,194",61.6 %,"67,424",12.1%
1989,Rajkot,4,GEN,Gujarat,Vekaria Shivlal Nagibhai,Bharatiya Janta Party,"10,92,514","5,24,709",48.0 %,"1,94,426",37.1%
1989,Rajmahal,26,ST,Bihar [1947 - 1999],Simon Marandi,Jharkhand Mukti Morcha,"8,29,017","4,68,809",56.6 %,"1,66,415",35.5%
1989,Rajnandgaon,22,GEN,Madhya Pradesh [1947 - 1999],Dharam Pal Gupta,Bharatiya Janta Party,"8,29,486","5,08,718",61.3 %,"70,194",13.8%
1989,Ramanathapuram,34,GEN,Tamil Nadu,"Rajeshwaran, V.",Indian National Congress,"10,35,028","6,34,121",61.3 %,"1,79,544",28.3%
1989,Rampur,8,GEN,Uttar Pradesh [1947 - 1999],Zulfiqar Ali Khan,Indian National Congress,"9,72,113","5,20,393",53.5 %,"10,792",2.1%
1989,Ramtek,22,ST,Maharashtra,P.V. Narsimharao,Indian National Congress,"8,97,196","5,80,972",64.8 %,"34,470",5.9%
1989,Ranchi,49,GEN,Bihar [1947 - 1999],Subodh Kant Sahay,Janata Dal,"9,25,104","4,77,706",51.6 %,"14,986",3.1%
1989,Rasipuram,15,GEN,Tamil Nadu,"Devarajan, B.",Indian National Congress,"10,09,869","6,39,205",63.3 %,"2,51,975",39.4%
1989,Ratnagiri,2,GEN,Maharashtra,Nikam Govind Sawaji,Indian National Congress,"7,64,262","5,05,975",66.2 %,"18,488",3.7%
1989,Rewa,9,GEN,Madhya Pradesh [1947 - 1999],Yamuna Prasad Shastri,Janata Dal,"10,58,365","5,36,920",50.7 %,"74,756",13.9%
1989,Robertsganj,53,SC,Uttar Pradesh [1947 - 1999],Subedar,Bharatiya Janta Party,"10,38,263","4,90,124",47.2 %,"84,987",17.3%
1989,Rohtak,5,GEN,Haryana,Devi Lal,Janata Dal,"9,08,794","6,19,262",68.1 %,"1,89,005",30.5%
1989,Ropar,7,GEN,Punjab,Bimal Kaur,Shiromani Akali Dal (SIMRANJIT SINGH MANN),"10,43,186","7,14,245",68.5 %,"2,30,576",32.3%
1989,Rosera,16,SC,Bihar [1947 - 1999],Dashai Chaudhary,Janata Dal,"9,64,871","6,26,036",64.9 %,"2,04,487",32.7%
1989,Sabarkantha,15,GEN,Gujarat,Maganbhai Manibhai Patel,Janata Dal,"9,35,924","5,19,867",55.6 %,"1,03,456",19.9%
1989,Sagar,5,SC,Madhya Pradesh [1947 - 1999],Shankar Lal,Bharatiya Janta Party,"8,97,740","4,81,922",53.7 %,"75,887",15.7%
1989,Saharanpur,84,GEN,Uttar Pradesh [1947 - 1999],Rashid Masood,Janata Dal,"9,57,146","6,06,987",63.4 %,"1,19,768",19.7%
1989,Saharsa,20,GEN,Bihar [1947 - 1999],Surya Nr. Yadav,Janata Dal,"10,58,549","7,70,308",72.8 %,"2,77,081",36.0%
1989,Saidpur,49,SC,Uttar Pradesh [1947 - 1999],Ram Ragar,Bharatiya Janta Party,"10,29,062","4,33,023",42.1 %,"1,01,749",23.5%
1989,Salem,16,GEN,Tamil Nadu,Rangarajan Kumarmangalam,Indian National Congress,"10,32,058","6,68,594",64.8 %,"2,41,770",36.2%
1989,Salempur,42,GEN,Uttar Pradesh [1947 - 1999],Hari Kewal,Janata Dal,"9,90,007","5,11,134",51.6 %,"1,35,026",26.4%
1989,Salumber,17,GEN,Rajasthan,Nand Lal Meena,Bharatiya Janta Party,"9,11,457","4,66,397",51.2 %,878,0.2%
1989,Samastipur,17,GEN,Bihar [1947 - 1999],Manjai Lal,Janata Dal,"10,75,195","7,04,303",65.5 %,"2,37,681",33.7%
1989,Sambalpur,17,GEN,Orissa,Bhabani Shankar Hota,Janata Dal,"9,91,525","6,13,657",61.9 %,"1,01,583",16.6%
1989,Sambhal,9,GEN,Uttar Pradesh [1947 - 1999],S.P.Yadava,Janata Dal,"8,58,154","4,58,721",53.5 %,"42,497",9.3%
1989,Sangli,46,GEN,Maharashtra,Patil Prakashbapu Vasantrao,Indian National Congress,"8,92,515","5,36,417",60.1 %,"2,08,276",38.8%
1989,Sangrur,10,GEN,Punjab,Rajdev Singh,Shiromani Akali Dal (SIMRANJIT SINGH MANN),"9,43,992","6,76,743",71.7 %,"1,04,543",15.4%
1989,Sarangarh,16,SC,Madhya Pradesh [1947 - 1999],Parasram Bhardwaj,Indian National Congress,"9,02,624","5,16,476",57.2 %,"71,215",13.8%
1989,Sasaram,38,SC,Bihar [1947 - 1999],Chhedi Paswan,Janata Dal,"9,65,857","5,38,050",55.7 %,"1,13,656",21.1%
1989,Satara,44,GEN,Maharashtra,Bhosale Prataprao Baburao,Indian National Congress,"9,11,901","4,64,710",51.0 %,"3,16,991",68.2%
1989,Satna,8,GEN,Madhya Pradesh [1947 - 1999],Sikhendra Singh,Bharatiya Janta Party,"9,60,755","4,90,512",51.1 %,"53,606",10.9%
1989,Sawai Madhopur,11,ST,Rajasthan,Kirori Lal,Bharatiya Janta Party,"10,39,727","5,85,690",56.3 %,"1,98,133",33.8%
1989,Secunderabad,31,GEN,Andhra Pradesh,T.Manemma,Indian National Congress,"11,54,622","6,68,988",57.9 %,"1,47,601",22.1%
1989,Seoni,26,GEN,Madhya Pradesh [1947 - 1999],Prahlad Singh,Bharatiya Janta Party,"8,93,182","4,58,710",51.4 %,"26,525",5.8%
1989,Serampore,26,GEN,West Bengal,Sudarsan Ray Chowdhuri,Communist Party Of India (MARXIST),"10,66,526","8,20,770",77.0 %,"66,458",8.1%
1989,Shahabad,16,GEN,Uttar Pradesh [1947 - 1999],Dharamgaj Singh,Indian National Congress,"8,86,183","4,23,766",47.8 %,"7,275",1.7%
1989,Shahdol,11,ST,Madhya Pradesh [1947 - 1999],Danpat Singh Paraste,Janata Dal,"9,47,958","4,41,652",46.6 %,"1,01,882",23.1%
1989,Shahjahanpur,14,GEN,Uttar Pradesh [1947 - 1999],Satay Pal Singh,Janata Dal,"9,31,529","4,92,922",52.9 %,"9,438",1.9%
1989,Shajapur,33,SC,Madhya Pradesh [1947 - 1999],Phool Chand Verma,Bharatiya Janta Party,"9,34,268","6,07,446",65.0 %,"72,381",11.9%
1989,Sheohar,12,GEN,Bihar [1947 - 1999],Hari Kishor Singh,Janata Dal,"9,62,568","6,33,746",65.8 %,"3,14,475",49.6%
1989,Shillong,1,ST,Meghalaya,Peter G.Marbaning,Indian National Congress,"5,85,754","2,98,613",51.0 %,"13,285",4.4%
1989,Shimoga,21,GEN,Karnataka,T.V.Chandrashekarappa,Indian National Congress,"10,24,762","7,27,264",71.0 %,"1,40,370",19.3%
1989,Sholapur,37,GEN,Maharashtra,Sadul Dharmanna Mondayya,Indian National Congress,"8,50,629","5,15,543",60.6 %,"1,35,078",26.2%
1989,Siddipet,32,SC,Andhra Pradesh,Yellaiah Nandi,Indian National Congress,"11,44,328","7,61,363",66.5 %,"86,837",11.4%
1989,Sidhi,10,ST,Madhya Pradesh [1947 - 1999],Jagannath Singh,Bharatiya Janta Party,"9,92,279","4,57,046",46.1 %,"49,867",10.9%
1989,Sikar,5,GEN,Rajasthan,Devi Lal,Janata Dal,"11,32,841","7,37,519",65.1 %,"46,756",6.3%
1989,Sikkim,1,GEN,Sikkim,Nandu Thapa,Sikkim Sangram Parishad,"1,92,619","1,38,698",72.0 %,"62,786",45.3%
1989,Silchar,2,GEN,Assam,Data Not Available,-,-,-,-,-,-
1989,Simla,1,GEN,Himachal Pradesh,Krishan Dutt Sultan Puri,Indian National Congress,"7,18,487","4,25,668",59.3 %,"56,990",13.4%
1989,Singhbhum,51,ST,Bihar [1947 - 1999],Bagua Samburi,Indian National Congress,"7,60,236","2,88,955",38.0 %,"19,979",6.9%
1989,Sirsa,10,GEN,Haryana,Het Ram,Janata Dal,"9,76,500","6,21,055",63.6 %,"38,413",6.2%
1989,Sitamarhi,11,GEN,Bihar [1947 - 1999],Hukumdeo Narayan Yadav,Janata Dal,"10,11,260","6,54,778",64.8 %,"1,70,861",26.1%
1989,Sitapur,17,GEN,Uttar Pradesh [1947 - 1999],Rajendra Kumari Bajpai,Indian National Congress,"8,80,520","4,71,061",53.5 %,"9,158",1.9%
1989,Sivaganga,33,GEN,Tamil Nadu,"Chidambaram, P.",Indian National Congress,"10,02,667","6,61,456",66.0 %,"2,19,552",33.2%
1989,Sivakasi,35,GEN,Tamil Nadu,K.Kalimuthu,All India Anna Dravida Munnetra Kazhagam,"10,83,748","7,83,252",72.3 %,"1,37,068",17.5%
1989,Siwan,5,GEN,Bihar [1947 - 1999],Janardan Tiwari,Bharatiya Janta Party,"9,65,656","5,62,288",58.2 %,"1,58,951",28.3%
1989,Sonepat,4,GEN,Haryana,Kapil Dev,Janata Dal,"9,43,188","6,15,411",65.3 %,"71,004",11.5%
1989,South Delhi,2,GEN,Delhi [1977 Onwards],Madan Lal Khurana,Bharatiya Janta Party,"8,49,216","4,82,858",56.9 %,"1,04,994",21.7%
1989,Srikakulam,1,GEN,Andhra Pradesh,Viswanatham Kanithi,Indian National Congress,"8,61,650","6,32,341",73.4 %,"50,114",7.9%
1989,Srinagar,2,GEN,Jammu & Kashmir,Mohammad Shafi Bhat,Jammu & Kashmir National Conference,"7,82,715",RU,NA,RU,NA
1989,Sriperumbudur,4,GEN,Tamil Nadu,Maragatham Chandrasekhar,Indian National Congress,"10,37,657","7,16,403",69.0 %,"1,54,551",21.6%
1989,Sultanpur,26,GEN,Uttar Pradesh [1947 - 1999],Ram Singh,Janata Dal,"9,40,963","4,56,773",48.5 %,"38,596",8.4%
1989,Sundargarh,20,GEN,Orissa,Dabananda Amat,Janata Dal,"9,40,968","4,68,396",49.8 %,"91,752",19.6%
1989,Surat,24,GEN,Gujarat,Kashiram Rana,Bharatiya Janta Party,"12,88,729","7,00,577",54.4 %,"1,94,041",27.7%
1989,Surendranagar,2,GEN,Gujarat,Koli Patel Somabhai Gandabhi,Bharatiya Janta Party,"8,32,118","4,23,056",50.8 %,"1,27,673",30.2%
1989,Surguja,12,ST,Madhya Pradesh [1947 - 1999],Larangsai,Bharatiya Janta Party,"8,95,838","3,93,529",43.9 %,"74,197",18.9%
1989,Tamluk,30,GEN,West Bengal,Satyagopal Mistra,Communist Party Of India (MARXIST),"9,30,444","7,93,885",85.3 %,"24,656",3.1%
1989,Tarn Taran,3,GEN,Punjab,Simaranjit Singh Mann,Shiromani Akali Dal (SIMRANJIT SINGH MANN),"9,42,162","5,99,322",63.6 %,"4,80,417",80.2%
1989,Tehri Garhwal,1,GEN,Uttar Pradesh [1947 - 1999],Brahm Dutt,Indian National Congress,"8,71,646","4,43,029",50.8 %,"12,384",2.8%
1989,Tenali,14,GEN,Andhra Pradesh,Basavapannayya Singam,Indian National Congress,"8,90,858","6,46,331",72.6 %,"64,188",9.9%
1989,Tenkasi,37,SC,Tamil Nadu,M.Arunachalam,Indian National Congress,"9,33,214","6,38,792",68.5 %,"1,72,707",27.0%
1989,Tezpur,9,GEN,Assam,Data Not Available,-,-,-,-,-,-
1989,Thane,10,GEN,Maharashtra,Kapse Ramchandra Ganesh,Bharatiya Janta Party,"15,54,410","8,90,052",57.3 %,"88,264",9.9%
1989,Thanjavur,31,GEN,Tamil Nadu,"Singravadivel, S",Indian National Congress,"9,20,496","6,67,837",72.6 %,"97,147",14.5%
1989,Tindivanam,10,GEN,Tamil Nadu,"Eramadass, R.",Indian National Congress,"9,58,799","6,58,615",68.7 %,"1,00,715",15.3%
1989,Tiruchendur,38,GEN,Tamil Nadu,Dhanuskodi Athithan R.,Indian National Congress,"9,51,922","5,75,556",60.5 %,"2,12,071",36.8%
1989,Tiruchengode,17,GEN,Tamil Nadu,"Palanisamy, K.C.",All India Anna Dravida Munnetra Kazhagam,"12,69,558","8,18,032",64.4 %,"2,72,271",33.3%
1989,Tiruchirappalli,27,SC,Tamil Nadu,L.Adaikalaraj,Indian National Congress,"10,53,144","7,12,943",67.7 %,"1,69,966",23.8%
1989,Tirunelveli,36,GEN,Tamil Nadu,Janartanan,All India Anna Dravida Munnetra Kazhagam,"9,70,473","6,14,990",63.4 %,"1,91,135",31.1%
1989,Tirupathi,20,SC,Andhra Pradesh,Chinta Mohan,Indian National Congress,"10,77,859","7,70,785",71.5 %,"72,500",9.4%
1989,Tiruppattur,8,GEN,Tamil Nadu,"Jayamohan, A.",Indian National Congress,"9,92,148","6,85,933",69.1 %,"1,34,833",19.7%
1989,Tonk,13,GEN,Rajasthan,Gopal Pacherwal,Janata Dal,"9,89,194","5,16,699",52.2 %,"1,07,929",20.9%
1989,Trichur,9,SC,Kerala,P. A. Antony,Indian National Congress,"9,12,039","7,19,432",78.9 %,"6,235",0.9%
1989,Tripura East,2,ST,Tripura,Manikya Bikram Kishore Debbarma Bahadur,Indian National Congress,"7,33,910","6,00,724",81.9 %,"8,401",1.4%
1989,Tripura West,1,GEN,Tripura,Santosh Mohan Dev,Indian National Congress,"8,02,640","6,88,261",85.8 %,"1,66,155",24.1%
1989,Trivandrum,20,GEN,Kerala,A. Charles,Indian National Congress,"10,24,210","7,57,167",73.9 %,"50,913",6.7%
1989,Tumkur,8,GEN,Karnataka,G.S.Basavaraj,Indian National Congress,"9,63,069","7,05,124",73.2 %,"1,99,138",28.2%
1989,Tura,2,ST,Meghalaya,Sanford Marak,Indian National Congress,"3,52,106","1,88,354",53.5 %,"60,878",32.3%
1989,Udaipur,18,GEN,Rajasthan,Gulab Chan Kataria,Bharatiya Janta Party,"10,29,393","5,97,792",58.1 %,"1,30,502",21.8%
1989,Udhampur,5,GEN,Jammu & Kashmir,Dharam Paul,Indian National Congress,"8,09,465","3,19,326",39.5 %,"30,810",9.6%
1989,Udupi,18,SC,Karnataka,Oscar Pernandes,Indian National Congress,"9,03,990","6,04,759",66.9 %,"1,52,193",25.2%
1989,Ujjain,38,SC,Madhya Pradesh [1947 - 1999],Satyanarayan Jatiya,Bharatiya Janta Party,"8,87,582","5,06,061",57.0 %,"1,02,194",20.2%
1989,Uluberia,25,GEN,West Bengal,Hanan Mollah,Communist Party Of India (MARXIST),"9,48,820","7,62,036",80.3 %,"52,096",6.8%
1989,Unnao,22,GEN,Uttar Pradesh [1947 - 1999],Anwar Ahmad,Janata Dal,"9,33,295","4,79,686",51.4 %,"29,365",6.1%
1989,Vaishali,9,GEN,Bihar [1947 - 1999],Usha Singh,Janata Dal,"9,64,120","7,11,954",73.8 %,"2,13,217",29.9%
1989,Vandavasi,9,GEN,Tamil Nadu,"Balaraman, L.",Indian National Congress,"9,78,457","6,77,686",69.3 %,"1,00,172",14.8%
1989,Varanasi,52,GEN,Uttar Pradesh [1947 - 1999],Anil Shastri,Janata Dal,"10,41,360","4,44,042",42.6 %,"1,71,603",38.6%
1989,Vellore,7,GEN,Tamil Nadu,"Abdul Samad, A. K. A.",Indian National Congress,"10,11,139","6,69,397",66.2 %,"1,60,850",24.0%
1989,Vidisha,31,GEN,Madhya Pradesh [1947 - 1999],Raghav Ji,Bharatiya Janta Party,"9,25,976","5,45,748",58.9 %,"1,36,132",24.9%
1989,Vijayawada,13,GEN,Andhra Pradesh,Chennupati Vidya,Indian National Congress,"11,06,132","8,22,391",74.4 %,"58,204",7.1%
1989,Visakhapatnam,4,GEN,Andhra Pradesh,Uma Gajapathi Raju Poosapati,Indian National Congress,"10,73,318","7,33,318",68.3 %,"25,733",3.5%
1989,Vishnupur,36,GEN,West Bengal,Sukhendu Khan,Communist Party Of India (MARXIST),"9,07,049","7,44,882",82.1 %,"1,87,589",25.2%
1989,Warangal,39,GEN,Andhra Pradesh,Surender Reddy Ramasahayam,Indian National Congress,"9,46,078","7,14,262",75.5 %,"54,121",7.6%
1989,Wardha,27,GEN,Maharashtra,Sathe Vasant Purushottam,Indian National Congress,"9,20,961","6,03,270",65.5 %,"25,830",4.3%
1989,Washim,20,ST,Maharashtra,Deshmukh Anantrao Vitthalrao,Indian National Congress,"8,53,576","5,68,338",66.6 %,"1,35,854",23.9%
1989,Yavatmal,28,GEN,Maharashtra,Uttamrao Deorao Patil,Indian National Congress,"8,90,474","5,34,029",60.0 %,"26,739",5.0%
1991,Adilabad,35,GEN,Andhra Pradesh,Allola Indrakaran Reddy,Telugu Desam,"8,90,080","5,26,729",59.2 %,"39,976",7.6%
1991,Adoor,17,GEN,Kerala,Kodikunnil Suresh,Indian National Congress,"9,00,486","6,68,474",74.2 %,"18,595",2.8%
1991,Agra,73,GEN,Uttar Pradesh [1947 - 1999],Bhagwan Shanker Rawat,Bharatiya Janta Party,"9,19,975","4,19,562",45.6 %,"63,126",15.0%
1991,Ahmedabad,10,GEN,Gujarat,Harin Pathak,Bharatiya Janta Party,"10,51,781","4,00,753",38.1 %,"91,885",22.9%
1991,Ahmednagar,39,GEN,Maharashtra,Gadakh Yeshawantrao,Indian National Congress,"10,01,165","6,14,922",61.4 %,"11,637",1.9%
1991,Ajmer,12,GEN,Rajasthan,Rasa Singh Rawat,Bharatiya Janta Party,"9,63,531","4,38,424",45.5 %,"25,343",5.8%
1991,Akbarpur,27,SC,Uttar Pradesh [1947 - 1999],Ram Awadh,Janata Dal,"9,60,334","5,10,146",53.1 %,156,0.0%
1991,Akola,19,GEN,Maharashtra,Fundkar Pandurang Pundlik,Bharatiya Janta Party,"9,49,409","5,17,461",54.5 %,"45,113",8.7%
1991,Aligarh,76,GEN,Uttar Pradesh [1947 - 1999],Shila Devi Gautam (W),Bharatiya Janta Party,"9,34,243","4,71,658",50.5 %,"12,475",2.6%
1991,Alipurduars,2,ST,West Bengal,Pius Tirkey,Revolutionary Socialist Party,"9,18,815","7,11,036",77.4 %,"1,30,112",18.3%
1991,Allahabad,56,GEN,Uttar Pradesh [1947 - 1999],Saroj Dubey (W),Janata Dal,"9,84,299","3,99,424",40.6 %,"5,196",1.3%
1991,Alleppey,15,GEN,Kerala,T.J. Anjalose,Communist Party Of India (MARXIST),"9,44,397","7,41,369",78.5 %,"14,075",1.9%
1991,Almora,3,GEN,Uttar Pradesh [1947 - 1999],Jeewan,Bharatiya Janta Party,"8,54,910","3,42,964",40.1 %,"29,145",8.5%
1991,Alwar,8,GEN,Rajasthan,Mahendra Kumari (W),Bharatiya Janta Party,"9,62,311","4,22,740",43.9 %,"1,03,406",24.5%
1991,Amalapuram,9,SC,Andhra Pradesh,Balayogi G.M.C.,Telugu Desam,"8,36,319","5,27,366",63.1 %,"87,487",16.6%
1991,Ambala,1,SC,Haryana,Ram Prakash,Indian National Congress,"9,12,390","6,53,526",71.6 %,"71,942",11.0%
1991,Amethi,25,GEN,Uttar Pradesh [1947 - 1999],Rajiv Gandhi,Indian National Congress,"9,18,257","3,76,202",41.0 %,"1,12,085",29.8%
1991,Amravati,21,GEN,Maharashtra,Pratibha Devisinha Patil (W),Indian National Congress,"9,39,913","4,25,509",45.3 %,"55,481",13.0%
1991,Amreli,7,GEN,Gujarat,Dilipbhai Sanghani,Bharatiya Janta Party,"8,23,941","4,02,769",48.9 %,"96,601",24.0%
1991,Amritsar,2,GEN,Punjab,Raghunandan Lal Bhatia,Indian National Congress,"10,17,957","2,47,378",24.3 %,"57,353",23.2%
1991,Amroha,6,GEN,Uttar Pradesh [1947 - 1999],Chetan Chauhan,Bharatiya Janta Party,"9,25,377","5,65,325",61.1 %,"57,877",10.2%
1991,Anakapalli,6,GEN,Andhra Pradesh,Konathala Ramakrishna,Indian National Congress,"8,94,732","6,03,706",67.5 %,"11,158",1.8%
1991,Anand,20,GEN,Gujarat,Chavda Ishvarbhai Khodabhai,Indian National Congress,"9,11,580","4,57,804",50.2 %,"36,039",7.9%
1991,Anantapur,25,GEN,Andhra Pradesh,Anantha Venkata Reddy,Indian National Congress,"10,16,053","6,28,105",61.8 %,"1,62,284",25.8%
1991,Anantnag,3,GEN,Jammu & Kashmir,Data Not Available,-,-,-,-,-,-
1991,Andaman & Nicobar Islands,1,GEN,Andaman & Nicobar Islands,Manoranjan Bhakta,Indian National Congress,"1,69,120","1,08,822",64.4 %,"6,701",6.2%
1991,Aonla,11,GEN,Uttar Pradesh [1947 - 1999],Rajveer Singh,Bharatiya Janta Party,"8,22,940","4,30,997",52.4 %,"72,480",16.8%
1991,Arakkonam,6,SC,Tamil Nadu,Jeevarathinam R.,Indian National Congress,"9,68,764","6,70,706",69.2 %,"1,76,710",26.3%
1991,Arambagh,28,GEN,West Bengal,Anil Basu,Communist Party Of India (MARXIST),"9,76,896","8,10,177",82.9 %,"1,48,272",18.3%
1991,Araria,22,SC,Bihar [1947 - 1999],Sukdeo Paswan,Janata Dal,"9,20,630","5,53,024",60.1 %,"1,70,994",30.9%
1991,Arrah,36,GEN,Bihar [1947 - 1999],Ram Lakhan Singh Yadav,Janata Dal,"10,70,495","6,89,440",64.4 %,"55,348",8.0%
1991,Arunachal East,2,GEN,Arunachal Pradesh,Laeta Umbrey,Indian National Congress,"2,12,830","1,19,376",56.1 %,"47,863",40.1%
1991,Arunachal West,1,GEN,Arunachal Pradesh,Prem Khandu Thungon,Indian National Congress,"3,06,485","1,46,948",48.0 %,"67,581",46.0%
1991,Asansol,38,SC,West Bengal,Haradhan Roy,Communist Party Of India (MARXIST),"11,26,207","7,22,290",64.1 %,"94,858",13.1%
1991,Aska,10,GEN,Orissa,Ramachandra Rath,Indian National Congress,"9,95,423","4,97,960",50.0 %,"29,764",6.0%
1991,Aurangabad,40,GEN,Bihar [1947 - 1999],Ram Naresh Singh,Janata Dal,"9,78,604","4,94,615",50.5 %,"52,856",10.7%
1991,Aurangabad,33,GEN,Maharashtra,Moreshwar Save,Shiv Sena,"12,05,538","5,83,145",48.4 %,"82,419",14.1%
1991,Autonomous District,3,ST,Assam,Jayanta Rongpi,Autonomous State Demand Committee,"4,39,888","3,14,973",71.6 %,"57,781",18.3%
1991,Azamgarh,45,GEN,Uttar Pradesh [1947 - 1999],Chandra Jeet,Janata Dal,"9,81,903","4,86,272",49.5 %,"46,633",9.6%
1991,Badagara,3,GEN,Kerala,Unnikrishnan K.P. (SCS),Indian Congress (SOCIALIST- SARAT CHANDRA SINHA),"10,30,244","8,00,229",77.7 %,"17,489",2.2%
1991,Bagaha,1,SC,Bihar [1947 - 1999],Mahendra Baitha,Janata Dal,"8,74,889","3,97,126",45.4 %,"48,575",12.2%
1991,Bagalkot,27,GEN,Karnataka,Siddappa Bhimappa Nyamagoudar,Indian National Congress,"9,52,600","6,12,827",64.3 %,"21,204",3.5%
1991,Baghpat,81,GEN,Uttar Pradesh [1947 - 1999],Ajit Singh,Janata Dal,"9,37,210","4,82,277",51.5 %,"1,97,108",40.9%
1991,Bahraich,31,GEN,Uttar Pradesh [1947 - 1999],Rudrasen Choudhary,Bharatiya Janta Party,"9,22,738","4,30,987",46.7 %,"63,209",14.7%
1991,Balaghat,23,GEN,Madhya Pradesh [1947 - 1999],Vishveshwar Bhagat,Indian National Congress,"8,10,944","4,61,260",56.9 %,"56,226",12.2%
1991,Balasore,2,ST,Orissa,Kartikeswar Patra,Indian National Congress,"9,95,301","6,11,825",61.5 %,"13,218",2.2%
1991,Balia,19,GEN,Bihar [1947 - 1999],Surya Narayan Singh,Communist Party Of India,"9,26,690","4,92,043",53.1 %,"94,852",19.3%
1991,Ballia,43,GEN,Uttar Pradesh [1947 - 1999],Chandra Shekhar,Jharkhand Party,"10,03,696","4,76,635",47.5 %,"58,548",12.3%
1991,Balrampur,32,GEN,Uttar Pradesh [1947 - 1999],Satya Deo Singh,Bharatiya Janta Party,"9,42,754","4,94,978",52.5 %,"1,09,455",22.1%
1991,Balurghat,6,GEN,West Bengal,Palas Barman,Revolutionary Socialist Party,"9,68,371","7,94,795",82.1 %,"86,081",10.8%
1991,Banaskantha,14,GEN,Gujarat,Chavda Harisinhji Patapsinhji,Bharatiya Janta Party,"9,09,163","4,29,696",47.3 %,"52,042",12.1%
1991,Banda,59,GEN,Uttar Pradesh [1947 - 1999],Prakash Narain,Bharatiya Janta Party,"8,89,615","3,87,530",43.6 %,"10,184",2.6%
1991,Bangalore North,12,GEN,Karnataka,C.K. Jaffer Sharief,Indian National Congress,"13,35,138","6,17,388",46.2 %,"60,317",9.8%
1991,Bangalore South,13,GEN,Karnataka,K. Venkatgiri Gowda,Bharatiya Janta Party,"13,28,381","6,07,128",45.7 %,"27,248",4.5%
1991,Banka,29,GEN,Bihar [1947 - 1999],Pratap Singh,Janata Dal,"9,62,029","4,87,594",50.7 %,"1,10,387",22.6%
1991,Bankura,35,GEN,West Bengal,Basudev Acharia,Communist Party Of India (MARXIST),"9,42,357","6,82,903",72.5 %,"1,82,623",26.7%
1991,Bansgaon,37,SC,Uttar Pradesh [1947 - 1999],Raj Naraiyan,Bharatiya Janta Party,"9,63,344","4,56,627",47.4 %,"26,141",5.7%
1991,Banswara,16,GEN,Rajasthan,Prabhulal Rawat,Indian National Congress,"9,56,533","4,80,299",50.2 %,"1,15,007",23.9%
1991,Bapatla,16,GEN,Andhra Pradesh,Venkateswara Rao Daggubati,Telugu Desam,"9,99,363","6,23,289",62.4 %,"1,097",0.2%
1991,Bara Banki,29,SC,Uttar Pradesh [1947 - 1999],Ram Sagar,Jharkhand Party,"8,80,429","4,50,698",51.2 %,"3,798",0.8%
1991,Baramati,43,GEN,Maharashtra,Ajit Annatrao Pawar,Indian National Congress,"12,61,608","5,91,795",46.9 %,"3,36,263",56.8%
1991,Baramulla,1,GEN,Jammu & Kashmir,Data Not Available,-,-,-,-,-,-
1991,Barasat,13,SC,West Bengal,Chitta Basu,All India Forward Bloc,"10,75,164","8,93,572",83.1 %,"44,421",5.0%
1991,Bareilly,12,GEN,Uttar Pradesh [1947 - 1999],Santosh Kumar Gangwar,Bharatiya Janta Party,"8,66,698","5,05,313",58.3 %,"37,746",7.5%
1991,Barh,18,GEN,Bihar [1947 - 1999],Nitish Kumar,Janata Dal,"10,35,217","7,18,960",69.5 %,"1,74,539",24.3%
1991,Barmer,23,GEN,Rajasthan,Ram Niwas Mirdha,Indian National Congress,"11,34,522","5,72,233",50.4 %,"1,13,052",19.8%
1991,Baroda,22,GEN,Gujarat,Dipika Chikhliya (W),Bharatiya Janta Party,"11,50,421","5,59,779",48.7 %,"34,188",6.1%
1991,Barpeta,6,GEN,Assam,Uddhab Barman,Communist Party Of India (MARXIST),"8,69,418","7,06,507",81.3 %,"53,107",7.5%
1991,Barrackpore,19,SC,West Bengal,Tarit Barban Topdar,Communist Party Of India (MARXIST),"9,30,330","6,95,973",74.8 %,"59,852",8.6%
1991,Basirhat,14,SC,West Bengal,Monoranjan Sur,Communist Party Of India,"9,19,022","7,74,768",84.3 %,"71,642",9.2%
1991,Bastar,20,ST,Madhya Pradesh [1947 - 1999],Mankuram Sodhi,Indian National Congress,"7,60,905","2,07,034",27.2 %,"17,020",8.2%
1991,Basti,34,SC,Uttar Pradesh [1947 - 1999],Shyam Lal Kamal,Bharatiya Janta Party,"9,53,551","4,51,948",47.4 %,"71,465",15.8%
1991,Bayana,10,SC,Rajasthan,Gangaram Koli,Bharatiya Janta Party,"9,44,735","3,71,799",39.4 %,"35,436",9.5%
1991,Beed,34,GEN,Maharashtra,Kshirsagar Kesharbai Sonajirao Alias Kaku (W),Indian National Congress,"11,37,213","6,10,555",53.7 %,"87,626",14.4%
